"Epic_ID","Epic_Title","Feature_ID","Feature_Title","Story_ID","Story_Title","Task_ID","Task_Title","Subtask_ID","Subtask_Title","Assigned_Agent","Priority","Estimated_Effort","Status","Dependencies","Acceptance_Criteria","Sprint","Reviewer","Review_Status","Completed_Date","Comments"
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0202","Homepage Notification Feed with Filters & Pagination","STORY-020201","As a candidate, I want to browse exam notifications with filters so I can find relevant exams quickly.","TASK-02020103","Build Interactive Filter Bar Client Component","SUB-0202010301","Create FilterBar.tsx with category pills","Frontend Engineer","P0","2 hours","READY","","Clicking pill updates URL and shows active state","Sprint 3","Code Reviewer","PENDING","","'use client' component rendering toggleable pill buttons for each exam_category_enum value."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0202","Homepage Notification Feed with Filters & Pagination","STORY-020201","As a candidate, I want to browse exam notifications with filters so I can find relevant exams quickly.","TASK-02020103","Build Interactive Filter Bar Client Component","SUB-0202010302","Add state filter dropdown and clear-all button","Frontend Engineer","P1","1.5 hours","READY","SUB-0202010301","State dropdown and clear button work correctly","Sprint 3","Code Reviewer","PENDING","","Dropdown for Indian state selection and button to reset all active filters."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0202","Homepage Notification Feed with Filters & Pagination","STORY-020201","As a candidate, I want to browse exam notifications with filters so I can find relevant exams quickly.","TASK-02020104","Build Paginated Homepage Page Component (app/(portal)/page.tsx)","SUB-0202010401","Assemble homepage with Suspense boundary, FilterBar, and card grid","Frontend Engineer","P0","2 hours","READY","TASK-02020101|TASK-02020102|TASK-02020103","Homepage renders complete feed with working filters","Sprint 3","Code Reviewer|Performance Reviewer","PENDING","","Wire up all components in the homepage page.tsx with proper data flow."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0202","Homepage Notification Feed with Filters & Pagination","STORY-020201","As a candidate, I want to browse exam notifications with filters so I can find relevant exams quickly.","TASK-02020104","Build Paginated Homepage Page Component (app/(portal)/page.tsx)","SUB-0202010402","Create Pagination component with page number navigation","Frontend Engineer","P0","1.5 hours","READY","TASK-02020101|TASK-02020102|TASK-02020103","Pagination shows correct page count and navigates correctly","Sprint 3","Code Reviewer|Performance Reviewer","PENDING","","Client component rendering page numbers with active state, updating ?page= URL param."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0203","Notification Detail Page with JSON-LD & PDF Download","STORY-020301","As a candidate, I want to see complete exam notification details so I can understand eligibility and apply.","TASK-02030101","Create getNotificationBySlug() Data Access Function","SUB-0203010101","Implement getNotificationBySlug() with exam join","Frontend Engineer","P0","1 hour","READY","TASK-02020101","Returns full notification with embedded exam data","Sprint 3","Code Reviewer","PENDING","","Query notifications table with .eq('slug', slug) and .select('*, exams(*)') join."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0203","Notification Detail Page with JSON-LD & PDF Download","STORY-020301","As a candidate, I want to see complete exam notification details so I can understand eligibility and apply.","TASK-02030102","Build Notification Detail Page (app/notification/[slug]/page.tsx)","SUB-0203010201","Create detail page layout with sections for dates, eligibility, vacancies","Frontend Engineer","P0","3 hours","READY","TASK-02030101","All sections render with correct data","Sprint 3","Code Reviewer","PENDING","","Responsive detail page with sidebar dates table, eligibility list, selection process steps, and syllabus accordion."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0203","Notification Detail Page with JSON-LD & PDF Download","STORY-020301","As a candidate, I want to see complete exam notification details so I can understand eligibility and apply.","TASK-02030102","Build Notification Detail Page (app/notification/[slug]/page.tsx)","SUB-0203010202","Add Apply Online and Download PDF action buttons","Frontend Engineer","P0","1 hour","READY","SUB-0203010201","Buttons link to correct URLs; disabled state if URLs are null","Sprint 3","Code Reviewer","PENDING","","Prominent CTA buttons linking to applyOnlineUrl and officialPdfUrl."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0203","Notification Detail Page with JSON-LD & PDF Download","STORY-020301","As a candidate, I want to see complete exam notification details so I can understand eligibility and apply.","TASK-02030102","Build Notification Detail Page (app/notification/[slug]/page.tsx)","SUB-0203010203","Add related notifications section","Frontend Engineer","P2","1.5 hours","READY","SUB-0203010201","Related notifications show from same category, excluding current","Sprint 3","Code Reviewer","PENDING","","Query 3-4 notifications from same exam category and display as horizontal card carousel."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0203","Notification Detail Page with JSON-LD & PDF Download","STORY-020301","As a candidate, I want to see complete exam notification details so I can understand eligibility and apply.","TASK-02030103","Implement generateMetadata() & JSON-LD for /notification/[slug]","SUB-0203010301","Implement generateMetadata() with dynamic title, description, OG tags","SEO Engineer","P0","2 hours","READY","TASK-02030101","Page title, description, and OG image rendered correctly in HTML head","Sprint 3","SEO Reviewer","PENDING","","Exported metadata generator reading notification data for SEO optimization."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0203","Notification Detail Page with JSON-LD & PDF Download","STORY-020301","As a candidate, I want to see complete exam notification details so I can understand eligibility and apply.","TASK-02030103","Implement generateMetadata() & JSON-LD for /notification/[slug]","SUB-0203010302","Create JobPosting and Event JSON-LD schema generator","SEO Engineer","P0","2 hours","READY","TASK-02030101","JSON-LD passes Google Rich Results Test with zero errors","Sprint 3","SEO Reviewer","PENDING","","lib/seo/json-ld.ts exporting functions that produce Schema.org compliant JobPosting and Event JSON-LD objects."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0203","Notification Detail Page with JSON-LD & PDF Download","STORY-020301","As a candidate, I want to see complete exam notification details so I can understand eligibility and apply.","TASK-02030104","Implement generateStaticParams() for ISR Pre-rendering","SUB-0203010401","Create generateStaticParams() function querying top 100 slugs","Frontend Engineer","P1","1 hour","READY","TASK-02030102","Build generates 100 static HTML pages","Sprint 3","Code Reviewer","PENDING","","Fetch most recent 100 published notification slugs for build-time pre-rendering."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0204","Full-Text Search with Debounced Input & Results Page","STORY-020401","As a candidate, I want to search for exams by keyword so I can find specific notifications quickly.","TASK-02040101","Create PostgreSQL GIN Index for Full-Text Search","SUB-0204010101","Create GIN tsvector index on notifications.title","Solution Architect","P0","1 hour","READY","FEAT-0101","Index exists and is utilized by search query plan","Sprint 3","Architecture Reviewer","PENDING","","CREATE INDEX idx_notifications_fts ON notifications USING GIN(to_tsvector('english', title));"
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0204","Full-Text Search with Debounced Input & Results Page","STORY-020401","As a candidate, I want to search for exams by keyword so I can find specific notifications quickly.","TASK-02040102","Build SearchBar Client Component with Debounced Input","SUB-0204010201","Create SearchBar.tsx with debounced input and URL sync","Frontend Engineer","P0","2 hours","READY","","Search input updates URL after 300ms pause in typing","Sprint 3","Code Reviewer","PENDING","","'use client' component using useSearchParams and setTimeout debounce pattern."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0204","Full-Text Search with Debounced Input & Results Page","STORY-020401","As a candidate, I want to search for exams by keyword so I can find specific notifications quickly.","TASK-02040103","Build Search Results Page (app/search/page.tsx)","SUB-0204010301","Implement searchNotifications() using Supabase .textSearch()","Frontend Engineer","P0","1 hour","READY","TASK-02040101|TASK-02040102","Function returns ranked results matching search query","Sprint 3","Code Reviewer","PENDING","","lib/data/notifications.ts function using .textSearch('title', query) with pagination."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0204","Full-Text Search with Debounced Input & Results Page","STORY-020401","As a candidate, I want to search for exams by keyword so I can find specific notifications quickly.","TASK-02040103","Build Search Results Page (app/search/page.tsx)","SUB-0204010302","Assemble search results page with SearchBar and cards grid","Frontend Engineer","P0","2 hours","READY","SUB-0204010301","Page renders search results correctly for all query states","Sprint 3","Code Reviewer","PENDING","","Server page component composing SearchBar, result count, and NotificationCard grid."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0205","Programmatic SEO Landing Pages & Dynamic Sitemaps","STORY-020501","As a search engine, I need programmatic landing pages for every category, state, and exam to index targeted content.","TASK-02050101","Build /category/[category] Programmatic Route","SUB-0205010101","Create /category/[category]/page.tsx with metadata and static params","Frontend Engineer","P1","3 hours","READY","TASK-02020101","Page renders filtered notifications for selected category","Sprint 3","Code Reviewer","PENDING","","Server page with generateStaticParams for 8 categories and category-filtered notification feed."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0205","Programmatic SEO Landing Pages & Dynamic Sitemaps","STORY-020501","As a search engine, I need programmatic landing pages for every category, state, and exam to index targeted content.","TASK-02050102","Build /state/[state] Programmatic Route","SUB-0205010201","Create /state/[state]/page.tsx with state-filtered feed","Frontend Engineer","P1","2.5 hours","READY","TASK-02020101","Page renders state-filtered results with correct metadata","Sprint 3","Code Reviewer","PENDING","","Server page filtering notifications by state_or_central field."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0205","Programmatic SEO Landing Pages & Dynamic Sitemaps","STORY-020501","As a search engine, I need programmatic landing pages for every category, state, and exam to index targeted content.","TASK-02050103","Build /exam/[slug] Programmatic Route","SUB-0205010301","Create /exam/[slug]/page.tsx with exam-grouped notifications","Frontend Engineer","P1","2.5 hours","READY","TASK-02020101","Exam page shows all related notifications grouped","Sprint 3","Code Reviewer","PENDING","","Server page querying exams by slug and listing associated notifications."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0205","Programmatic SEO Landing Pages & Dynamic Sitemaps","STORY-020501","As a search engine, I need programmatic landing pages for every category, state, and exam to index targeted content.","TASK-02050104","Build Dynamic XML Sitemap & Robots.txt","SUB-0205010401","Create app/sitemap.ts with MetadataRoute.Sitemap","SEO Engineer","P1","2 hours","READY","TASK-02050101|TASK-02050102|TASK-02050103","Sitemap includes all public URLs with correct changeFrequency","Sprint 3","SEO Reviewer","PENDING","","Dynamic sitemap querying all published notification slugs, category values, state values, and exam slugs."
"EPIC-02","Candidate Portal: Notification Feed, Detail Pages & Search","FEAT-0205","Programmatic SEO Landing Pages & Dynamic Sitemaps","STORY-020501","As a search engine, I need programmatic landing pages for every category, state, and exam to index targeted content.","TASK-02050104","Build Dynamic XML Sitemap & Robots.txt","SUB-0205010402","Create app/robots.ts with crawl directives","SEO Engineer","P1","30 minutes","READY","TASK-02050101|TASK-02050102|TASK-02050103","robots.txt accessible and correctly formatted","Sprint 3","SEO Reviewer","PENDING","","Robots configuration allowing all crawlers, referencing sitemap URL, disallowing /admin/* and /auth/*."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0301","Admin Dashboard Layout & Navigation Shell","STORY-030101","As an admin, I want a dedicated dashboard layout so I can efficiently manage the verification pipeline.","TASK-03010101","Create Admin Layout (app/admin/layout.tsx) with Sidebar Navigation","SUB-0301010101","Create AdminSidebar component with nav links","Frontend Engineer","P0","2 hours","READY","TASK-01020202","All nav links render with active state indication","Sprint 2","Code Reviewer","PENDING","","Sidebar with links to Dashboard, Draft Queue, Exams, Notifications, Audit Logs. Active link highlighting."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0301","Admin Dashboard Layout & Navigation Shell","STORY-030101","As an admin, I want a dedicated dashboard layout so I can efficiently manage the verification pipeline.","TASK-03010101","Create Admin Layout (app/admin/layout.tsx) with Sidebar Navigation","SUB-0301010102","Create AdminHeader component with user info and logout","Frontend Engineer","P0","1 hour","READY","TASK-01020202","Header displays admin identity; logout redirects to /auth/login","Sprint 2","Code Reviewer","PENDING","","Header showing logged-in admin name/email and logout button."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0301","Admin Dashboard Layout & Navigation Shell","STORY-030101","As an admin, I want a dedicated dashboard layout so I can efficiently manage the verification pipeline.","TASK-03010102","Build Admin Dashboard Stats Overview Page (app/admin/page.tsx)","SUB-0301010201","Create StatsCard component and dashboard data fetchers","Frontend Engineer","P0","2 hours","READY","TASK-03010101","Cards show accurate counts","Sprint 2","Code Reviewer","PENDING","","Reusable StatsCard with icon, label, count. Server functions for aggregate queries."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0302","Draft HITL Review Dashboard & Approval Workflow","STORY-030201","As an admin, I want to review AI-extracted draft notifications so I can verify accuracy before publishing.","TASK-03020101","Create getDraftNotifications() Data Access Function","SUB-0302010101","Implement getDraftNotifications() with status filter and sorting","Frontend Engineer","P0","1.5 hours","READY","FEAT-0101","Returns correct drafts with all fields including parsed_json","Sprint 2","Code Reviewer","PENDING","","Query draft_notifications using admin server client with optional status filter."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0302","Draft HITL Review Dashboard & Approval Workflow","STORY-030201","As an admin, I want to review AI-extracted draft notifications so I can verify accuracy before publishing.","TASK-03020102","Build Draft Queue Page (app/admin/drafts/page.tsx)","SUB-0302010201","Create DraftCard component with confidence badge","Frontend Engineer","P0","2 hours","READY","TASK-03020101","Badge colors match confidence thresholds","Sprint 2","Code Reviewer","PENDING","","Card showing source URL, extraction date, confidence score badge (green >= 0.90, amber >= 0.85, red < 0.85)."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0302","Draft HITL Review Dashboard & Approval Workflow","STORY-030201","As an admin, I want to review AI-extracted draft notifications so I can verify accuracy before publishing.","TASK-03020102","Build Draft Queue Page (app/admin/drafts/page.tsx)","SUB-0302010202","Assemble draft queue page with DraftCards list","Frontend Engineer","P0","1.5 hours","READY","SUB-0302010201","Queue page renders correctly with zero, one, and many drafts","Sprint 2","Code Reviewer","PENDING","","Server page rendering filtered DraftCard list with empty state."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0302","Draft HITL Review Dashboard & Approval Workflow","STORY-030201","As an admin, I want to review AI-extracted draft notifications so I can verify accuracy before publishing.","TASK-03020103","Build Draft Review Page (app/admin/drafts/[id]/page.tsx)","SUB-0302010301","Create RawTextPanel component for left side","Frontend Engineer","P0","1 hour","READY","TASK-03020102","Text renders with scroll; long texts do not break layout","Sprint 2","Code Reviewer","PENDING","","Scrollable panel rendering raw_extracted_text with monospace font."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0302","Draft HITL Review Dashboard & Approval Workflow","STORY-030201","As an admin, I want to review AI-extracted draft notifications so I can verify accuracy before publishing.","TASK-03020103","Build Draft Review Page (app/admin/drafts/[id]/page.tsx)","SUB-0302010302","Create ParsedFieldsForm component for right side","Frontend Engineer","P0","3 hours","READY","TASK-03020102","Form fields match schema; validation errors shown inline","Sprint 2","Code Reviewer","PENDING","","Editable form pre-populated with parsed_json fields. Zod validation on submit."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0302","Draft HITL Review Dashboard & Approval Workflow","STORY-030201","As an admin, I want to review AI-extracted draft notifications so I can verify accuracy before publishing.","TASK-03020103","Build Draft Review Page (app/admin/drafts/[id]/page.tsx)","SUB-0302010303","Wire approve and reject buttons to Server Actions","Frontend Engineer","P0","2 hours","READY","SUB-0302010302","Both actions complete, log audit entry, and redirect to queue","Sprint 2","Code Reviewer","PENDING","","Approve calls publishNotificationAction; Reject calls rejectDraftAction with reason textarea."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0302","Draft HITL Review Dashboard & Approval Workflow","STORY-030201","As an admin, I want to review AI-extracted draft notifications so I can verify accuracy before publishing.","TASK-03020104","Create publishNotificationAction & rejectDraftAction Server Actions","SUB-0302010401","Implement publishNotificationAction with audit logging","Frontend Engineer","P0","2.5 hours","READY","FEAT-0102","Action creates notification, updates draft, logs audit, and invalidates cache","Sprint 2","Code Reviewer|Performance Reviewer","PENDING","","Server Action: Zod parse -> insert notification -> update draft -> write audit_logs -> revalidatePath/Tag."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0302","Draft HITL Review Dashboard & Approval Workflow","STORY-030201","As an admin, I want to review AI-extracted draft notifications so I can verify accuracy before publishing.","TASK-03020104","Create publishNotificationAction & rejectDraftAction Server Actions","SUB-0302010402","Implement rejectDraftAction with rejection reason","Frontend Engineer","P0","1.5 hours","READY","FEAT-0102","Action marks draft as rejected with reason and logs audit entry","Sprint 2","Code Reviewer","PENDING","","Server Action: Zod parse (including reason string) -> update draft status to 'rejected' -> write audit_logs."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0303","Exam & Notification CRUD Management","STORY-030301","As an admin, I want to manually manage exams and notifications to handle cases the scrapers miss.","TASK-03030101","Build Exam CRUD Pages (List, Create, Edit)","SUB-0303010101","Create exam list page with search and action buttons","Frontend Engineer","P1","2 hours","READY","TASK-03010101","Table renders with sortable columns and action buttons","Sprint 2","Code Reviewer","PENDING","","Table view of exams with columns: name, category, state, notification count, and edit/archive actions."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0303","Exam & Notification CRUD Management","STORY-030301","As an admin, I want to manually manage exams and notifications to handle cases the scrapers miss.","TASK-03030101","Build Exam CRUD Pages (List, Create, Edit)","SUB-0303010102","Create exam create/edit form with Zod validation","Frontend Engineer","P1","2.5 hours","READY","TASK-03010101","Form validates with Zod, creates/updates exam, and logs audit","Sprint 2","Code Reviewer","PENDING","","Form with fields: name, slug, conducting_body, category, state_or_central, official_website."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0303","Exam & Notification CRUD Management","STORY-030301","As an admin, I want to manually manage exams and notifications to handle cases the scrapers miss.","TASK-03030102","Build Notification CRUD Pages (Manual Create, Edit)","SUB-0303010201","Create notification create/edit form with exam selector","Frontend Engineer","P1","3 hours","READY","TASK-03030101","Form creates/updates notification with correct exam linkage","Sprint 2","Code Reviewer","PENDING","","Form with all notification fields, exam dropdown selector, and Zod schema validation."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0304","Audit Log Viewer","STORY-030401","As a super admin, I want to view the audit log so I can track all administrative actions for accountability.","TASK-03040101","Build Audit Log Viewer Page (app/admin/audit-logs/page.tsx)","SUB-0304010101","Create getAuditLogs() data access function with filters","Frontend Engineer","P1","1.5 hours","READY","TASK-03010101","Function returns typed AuditLogEntry[] with admin email joined","Sprint 2","Code Reviewer","PENDING","","lib/data/audit-logs.ts function querying audit_logs with optional admin_id, action, and date range filters."
"EPIC-03","Admin HITL Verification Portal & Audit System","FEAT-0304","Audit Log Viewer","STORY-030401","As a super admin, I want to view the audit log so I can track all administrative actions for accountability.","TASK-03040101","Build Audit Log Viewer Page (app/admin/audit-logs/page.tsx)","SUB-0304010102","Create audit log table component with sortable columns","Frontend Engineer","P1","2.5 hours","READY","SUB-0304010101","Table renders correctly with all columns and pagination","Sprint 2","Code Reviewer","PENDING","","Table component with columns: timestamp, admin, action, entity, target_id, metadata preview."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0401","Python Scraper Infrastructure & Crawler Modules","STORY-040101","As a platform operator, I need automated crawlers that detect new government exam notifications daily.","TASK-04010101","Initialize FastAPI Scraper Project Structure","SUB-0401010101","Create scraper/ project with main.py, requirements.txt","Backend Engineer","P0","1.5 hours","READY","","uvicorn main:app runs without errors","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","FastAPI app entrypoint with uvicorn, health endpoint, and dependency list."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0401","Python Scraper Infrastructure & Crawler Modules","STORY-040101","As a platform operator, I need automated crawlers that detect new government exam notifications daily.","TASK-04010101","Initialize FastAPI Scraper Project Structure","SUB-0401010102","Create Dockerfile with Playwright Chromium dependencies","Backend Engineer","P0","1.5 hours","READY","SUB-0401010101","Docker container builds and /health returns 200","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","Multi-stage Docker build installing Python, Playwright, and Chromium browser."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0401","Python Scraper Infrastructure & Crawler Modules","STORY-040101","As a platform operator, I need automated crawlers that detect new government exam notifications daily.","TASK-04010102","Build KPSC Crawler Module (crawlers/kpsc.py)","SUB-0401010201","Implement KPSC page navigation and PDF link extraction","Backend Engineer","P0","4 hours","READY","TASK-04010101","Script returns list of PDF URLs from current KPSC page","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","Playwright script navigating notification listing page and extracting all PDF URLs."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0401","Python Scraper Infrastructure & Crawler Modules","STORY-040101","As a platform operator, I need automated crawlers that detect new government exam notifications daily.","TASK-04010102","Build KPSC Crawler Module (crawlers/kpsc.py)","SUB-0401010202","Implement PDF download and text extraction","Backend Engineer","P0","3 hours","READY","SUB-0401010201","Text extracted from downloaded PDF; OCR fallback for scanned docs","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","Download PDF binary, extract text using PyPDF2 with pdfplumber fallback for complex layouts."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0401","Python Scraper Infrastructure & Crawler Modules","STORY-040101","As a platform operator, I need automated crawlers that detect new government exam notifications daily.","TASK-04010103","Build UPSC, SSC, RRB Crawler Modules","SUB-0401010301","Build crawlers/upsc.py","Backend Engineer","P0","1 day","READY","TASK-04010102","Crawler extracts PDF links from upsc.gov.in","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","UPSC portal crawler for central services notifications."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0401","Python Scraper Infrastructure & Crawler Modules","STORY-040101","As a platform operator, I need automated crawlers that detect new government exam notifications daily.","TASK-04010103","Build UPSC, SSC, RRB Crawler Modules","SUB-0401010302","Build crawlers/ssc.py","Backend Engineer","P0","1 day","READY","TASK-04010102","Crawler extracts PDF links from ssc.nic.in","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","SSC portal crawler for staff selection notifications."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0401","Python Scraper Infrastructure & Crawler Modules","STORY-040101","As a platform operator, I need automated crawlers that detect new government exam notifications daily.","TASK-04010103","Build UPSC, SSC, RRB Crawler Modules","SUB-0401010303","Build crawlers/rrb.py","Backend Engineer","P1","1 day","READY","TASK-04010102","Crawler handles multiple regional RRB sites","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","RRB regional portal crawler for railway recruitment notifications."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0401","Python Scraper Infrastructure & Crawler Modules","STORY-040101","As a platform operator, I need automated crawlers that detect new government exam notifications daily.","TASK-04010104","Implement Redis Deduplication & APScheduler Cron Jobs","SUB-0401010401","Implement Redis-based PDF hash deduplication","Backend Engineer","P0","2 hours","READY","TASK-04010102","Duplicate PDFs are skipped with log message","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","Check Redis for lock key before processing; set lock after successful extraction."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0401","Python Scraper Infrastructure & Crawler Modules","STORY-040101","As a platform operator, I need automated crawlers that detect new government exam notifications daily.","TASK-04010104","Implement Redis Deduplication & APScheduler Cron Jobs","SUB-0401010402","Configure APScheduler daily cron jobs per source","Backend Engineer","P0","1.5 hours","READY","SUB-0401010401","Scheduler triggers crawl functions at correct times","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","Schedule KPSC at 06:00 IST, UPSC at 07:00, SSC at 08:00, RRB at 09:00."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0402","Gemini LLM Structured Extraction Pipeline","STORY-040201","As a platform operator, I need AI-powered PDF parsing that extracts structured exam data with measurable accuracy.","TASK-04020101","Define Pydantic Extraction Output Schema","SUB-0402010101","Create NotificationExtractedData Pydantic model","Backend Engineer","P0","1.5 hours","READY","","Model validates sample JSON correctly","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","Fields: title, conducting_body, notification_number, vacancies, dates, qualifications, age limits, selection process."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0402","Gemini LLM Structured Extraction Pipeline","STORY-040201","As a platform operator, I need AI-powered PDF parsing that extracts structured exam data with measurable accuracy.","TASK-04020102","Build Gemini Extraction Function with Structured Outputs","SUB-0402010201","Implement Gemini API call with Structured Output config","Backend Engineer","P0","2.5 hours","READY","TASK-04020101","API returns valid JSON matching schema","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","Use google-generativeai SDK with response_mime_type='application/json' and response_schema."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0402","Gemini LLM Structured Extraction Pipeline","STORY-040201","As a platform operator, I need AI-powered PDF parsing that extracts structured exam data with measurable accuracy.","TASK-04020102","Build Gemini Extraction Function with Structured Outputs","SUB-0402010202","Implement confidence scoring algorithm","Backend Engineer","P0","1.5 hours","READY","SUB-0402010201","Score accurately reflects extraction completeness","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","Score = weighted sum of non-null core fields (title=0.15, dates=0.15, vacancies=0.15, qualifications=0.15, conducting_body=0.10, ...)."
"EPIC-04","AI Extraction Engine & Multi-Source Government Scrapers","FEAT-0402","Gemini LLM Structured Extraction Pipeline","STORY-040201","As a platform operator, I need AI-powered PDF parsing that extracts structured exam data with measurable accuracy.","TASK-04020103","Build Draft Insertion Pipeline (Extraction â†’ Supabase Insert)","SUB-0402010301","Implement end-to-end extraction pipeline function","Backend Engineer","P0","2 hours","READY","TASK-04020102","Draft appears in admin queue with all fields populated","Sprint 2","Code Reviewer|Security Reviewer","PENDING","","Orchestration function: receive raw text â†’ call Gemini â†’ calculate score â†’ insert Supabase draft."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0501","Subscription Preference Center UI","STORY-050101","As a candidate, I want to customize my alert preferences so I only receive relevant exam notifications.","TASK-05010101","Build Subscription Preference Page (app/preferences/page.tsx)","SUB-0501010101","Create CategorySelector and StateSelector components","Frontend Engineer","P1","2 hours","READY","TASK-01020102","Components render with correct values and toggle state","Sprint 4","Code Reviewer","PENDING","","Multi-select chip component for categories and dropdown for states."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0501","Subscription Preference Center UI","STORY-050101","As a candidate, I want to customize my alert preferences so I only receive relevant exam notifications.","TASK-05010101","Build Subscription Preference Page (app/preferences/page.tsx)","SUB-0501010102","Create ChannelPreference checkboxes and save action","Frontend Engineer","P1","3 hours","READY","SUB-0501010101","Preferences saved correctly; page loads with existing preferences","Sprint 4","Code Reviewer","PENDING","","Checkboxes for Web Push, Telegram, WhatsApp, Email. Server Action to upsert user_subscriptions."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0502","FCM Web Push Notification Integration","STORY-050201","As a candidate, I want to receive browser push notifications for new exam alerts.","TASK-05020101","Configure Firebase Project & Service Worker","SUB-0502010101","Create Firebase project and obtain FCM credentials","Backend Engineer","P1","1 hour","READY","","Credentials stored as environment variables","Sprint 4","Code Reviewer|Security Reviewer","PENDING","","Firebase console setup, obtain FIREBASE_SERVER_KEY and client config."
"EPIC-05","Candidate Subscriptions & Omnichannel Push Alert Engine","FEAT-0502","FCM Web Push Notification Integration","STORY-050201","As a candidate, I want to receive browser push notifications for new exam alerts.","TASK-05020101","Configure Firebase Project & Service Worker","SUB-0502010102","Create firebase-messaging-sw.js service worker","Backend Engineer","P1","2 hours","READY","SUB-0502010101","Service worker receives and displays push notifications","Sprint 4","Performance Reviewer|Security Reviewer","PENDING","","Service worker handling background push events and notification display."
